State,domain,name,verdict,llm_verdict,llm_reason,homepage_score,activity_status,activity_date,source,sitemap_url,sitemap_status,sitemap_type,latest_lastmod
ND,beulahparks.com,Energy Wellness Center | Beulah Parks & Rec,DROP,FAIL,Parks and recreation/wellness center,65,active,12/31/2025,cse,https://beulahparks.com/sitemap.xml,200,urlset,2025-12-31T19:53:33+00:00
ND,startribune.com,"Casselton, N.D. residents flee town after oil train explosion",DROP,FAIL,Out-of-state publication (Minneapolis Star Tribune),65,unknown,no_dates,cse,N/A,,,
ND,cassvetservice.com,Boarding & Grooming – Casselton Veterinary Service,DROP,FAIL,Veterinary service business website,65,active,12/31/2025,cse,https://cassvetservice.com/sitemap.xml,200,sitemapindex,2025-12-30T14:29:53+00:00
ND,stcharlesoakes.org,"Mass Times - St. Charles Borromeo - Oakes, ND",DROP,FAIL,Church website,65,unknown,no_dates,cse,https://stcharlesoakes.org/sitemap.xml,200,urlset,
ND,buzzer.translink.ca,New RapidBus slashes travel times in Surrey and Delta - The ...,DROP,FAIL,"Canadian transit blog, not ND news",65,inactive,6/19/2024,cse,https://buzzer.translink.ca/sitemap.xml,200,sitemapindex,2018-01-06T00:23:00+00:00
ND,wlj.net,"Brooks Chalky Butte Ranch Production Sale Report: Bowman, ND ...",DROP,FAIL,"Appears to be livestock/agricultural publication, not local news",65,active,12/31/2025,cse,https://www.wlj.net/sitemap_index.xml,200,sitemapindex,2025-01-03T15:01:14+00:00
ND,cityofparkriver.com,City Officials & Staff - City of Park River,DROP,FAIL,Municipal government website,65,active,12/9/2025,cse,https://cityofparkriver.com/sitemap_index.xml,200,sitemapindex,2025-12-09T20:39:50+00:00
ND,lbmjournal.com,SHOWROOM STRATEGIES: Minot Lumber & Hardware,DROP,FAIL,"Trade publication about lumber/hardware industry, not local news",65,active,12/31/2025,cse,https://lbmjournal.com/sitemap_index.xml,200,sitemapindex,2025-12-29T14:15:58+00:00
ND,niklandco.com,Real Estate - Nikolaisen Land Co,DROP,FAIL,Real estate company website,65,active,12/30/2025,cse,https://niklandco.com/sitemap_index.xml,200,sitemapindex,2025-12-30T14:46:06+00:00
ND,providencejournal.com,Albert Richard Greene Jr. Obituary - The Providence Journal,DROP,FAIL,Out-of-state publication (Rhode Island),60,active,12/31/2025,cse,N/A,,,
ND,heraldtribune.com,Mark Lawrence Goslin Obituary - Herald Tribune,DROP,FAIL,"Out-of-state publication (Florida-based), not ND local news",60,active,12/31/2025,cse,N/A,,,
ND,greenbaypressgazette.com,John Pinkert Obituary - Green Bay Press-Gazette,DROP,FAIL,Out-of-state publication (Wisconsin newspaper),60,active,12/31/2025,cse,N/A,,,
ND,statesmanjournal.com,Marlo Richard Hoppman Obituary - The Statesman Journal,DROP,FAIL,"Out-of-state publication (Salem, Oregon newspaper)",60,active,12/31/2025,cse,N/A,,,
ND,weatherbug.com,"Mapleton, ND | Weather Forecasts Now, Live Radar Maps & News ...",DROP,FAIL,Weather service website,60,active,12/31/2025,cse,N/A,,,
ND,heraldtimesonline.com,Couple\'s bodies found weeks apart; deaths mysterious,DROP,FAIL,Out-of-state publication (Indiana),60,active,12/31/2025,cse,N/A,,,
ND,poynter.org,Business is hardly usual in Crosby,DROP,FAIL,"National journalism institute/organization, not local news publisher",60,inactive,6/15/2020,cse,https://www.poynter.org/wp-sitemap.xml,200,sitemapindex,2025-12-15T15:53:34+00:00
ND,obits.gazette.com,"LeRoy Fettig Obituary (2014) - Dickinson, ND - The Gazette",DROP,FAIL,Obituary-only section of The Gazette (out-of-state publication),55,unknown,no_dates,cse,https://obits.gazette.com/sitemap.xml,200,sitemapindex,2079-06-05T00:00:00+00:00
ND,tracjamestown.com,"Jamestown, ND | Aquatics - Two Rivers Activity Center",DROP,FAIL,"Recreation/activity center, not a news publisher",55,unknown,no_dates,cse,https://tracjamestown.com/wp-sitemap.xml,200,sitemapindex,2025-12-30T20:35:14+00:00
ND,casseltonparks.com,Cottonwood Golf Club - Casselton Parks,DROP,FAIL,Golf club/parks business website,55,inactive,7/17/2025,cse,https://casseltonparks.com/sitemap_index.xml,200,sitemapindex,2025-07-17T12:44:53+00:00
ND,northcountrytrail.org,"Trail Town: Lisbon, North Dakota - North Country Trail Association",DROP,FAIL,Trail association/organization website,55,active,12/30/2025,cse,https://northcountrytrail.org/sitemap_index.xml,200,sitemapindex,2025-12-30T20:27:35+00:00
ND,blackgoldsuitesnd.com,"Stanley, North Dakota Hotel | Extended Stay ... - Black Gold Suites",DROP,FAIL,"Hotel website - Black Gold Suites is a hotel in Stanley, ND",55,inactive,5/16/2025,cse,https://blackgoldsuitesnd.com/sitemap_index.xml,200,sitemapindex,2025-05-16T19:47:57+00:00
ND,dickinsonairport.com,Departures / Arrivals - Dickinson Theodore Roosevelt Regional Airport,DROP,FAIL,"Airport website, not a news publisher",50,active,11/25/2025,cse,https://dickinsonairport.com/sitemap_index.xml,200,sitemapindex,2025-11-25T20:32:54+00:00
ND,careers-iridium.icims.com,Senior Systems Administrator (RELOCATION BONUS PROVIDED ...,DROP,FAIL,Job board/careers website,50,active,12/29/2025,cse,https://careers-iridium.icims.com/sitemap.xml,200,urlset,2025-12-29T14:07:48+00:00
ND,ndlegis.gov,Richard Marcellais | North Dakota Legislative Branch,DROP,FAIL,Government/municipal site - North Dakota Legislative Branch,50,unknown,no_dates,cse,N/A,,,
ND,veterans.nd.gov,Edward Dale Johnson | ND Department of Veterans Affairs,DROP,FAIL,State government department website,50,active,12/11/2025,cse,https://www.veterans.nd.gov/sitemap.xml,200,urlset,2025-12-11T21:50:00+00:00
ND,earthcam.com,EarthCam: City of Cavalier Cam,DROP,FAIL,"Webcam service, not news publisher",50,unknown,no_dates,cse,https://earthcam.com/sitemap.xml,200,urlset,
ND,thetruckersreport.com,"Great Plains Transport, Mapleton ND | TruckersReport.com Trucking ...",DROP,FAIL,"Trucking industry forum/website, not local news",50,active,12/30/2025,cse,https://www.thetruckersreport.com/sitemap_index.xml,200,sitemapindex,2025-12-30T10:22:28+00:00
ND,lottery.nd.gov,Powerball - North Dakota Lottery | Games,DROP,FAIL,"Government lottery website, not news publisher",50,unknown,no_dates,cse,N/A,,,
ND,hettingernd.com,"Dakota Buttes Museum - Hettinger, North Dakota",DROP,FAIL,Museum website,50,active,12/29/2025,cse,https://hettingernd.com/sitemap_index.xml,200,sitemapindex,2026-01-01T00:59:37+00:00
ND,insurance.nd.gov,BULLETIN 2024-1 This bulletin applies to all companies that are ...,DROP,FAIL,Government/state agency website,50,active,12/29/2025,cse,https://www.insurance.nd.gov/sitemap.xml,200,urlset,2025-12-29T21:37:00+00:00
ND,minotparks.com,Maysa Arena - Minot Parks and Recreation,DROP,FAIL,Parks and recreation department website - Maysa Arena,45,active,12/30/2025,cse,https://minotparks.com/sitemap_index.xml,200,sitemapindex,2025-12-30T14:36:28+00:00
ND,4bearscasino.com,4 Bears Casino & Lodge: Casino in North Dakota,DROP,FAIL,Casino business website,45,active,12/23/2025,cse,https://4bearscasino.com/sitemap_index.xml,200,sitemapindex,2025-12-23T20:14:33+00:00
ND,dasselcokato.com,"Rachel Denise Hove, 10/19/2001",DROP,FAIL,"Out-of-state publication - Dassel-Cokato is in Minnesota, not North Dakota",45,active,12/31/2025,cse,https://dasselcokato.com/sitemap.xml,200,sitemapindex,2026-01-01T10:35:35+00:00
ND,am1100theflag.com,Mexican man with felony record arrested on immigration charges in ...,DROP,FAIL,Music radio station (not news radio),45,inactive,4/6/2023,cse,https://www.am1100theflag.com/sitemap.xml,200,sitemapindex,2024-05-22T19:58:55+00:00
ND,wdayradionow.com,Mayville man accused of sex with juvenile 'multiple times' over ...,DROP,FAIL,Music radio station (not news radio),45,inactive,4/4/2023,cse,https://www.wdayradionow.com/sitemap.xml,200,sitemapindex,2023-06-19T12:29:53+00:00
ND,kbmwam.com,KBMW 1450 AM,DROP,FAIL,Music radio station despite some news content,45,unknown,no_dates,llm_discovery,N/A,,,
ND,fulkersons.com,Miranda Paige Volz,DROP,FAIL,"Personal website, not a news publisher",40,unknown,no_dates,cse,N/A,,,
ND,stwenceslausnd.com,"St Wenceslaus Roman Catholic Church, Dickinson, ND",DROP,FAIL,Church website,40,unknown,no_dates,cse,N/A,,,
ND,ujdining.sodexomyway.com,Hours of Operation | University of Jamestown,DROP,FAIL,University dining services website,40,unknown,no_dates,cse,N/A,,,
ND,jiffylube.com,"Quick Oil Change at 202 8Th Avenue Se in Watford City, ND | Jiffy ...",DROP,FAIL,Business website (oil change service),40,inactive,6/10/2025,cse,https://www.jiffylube.com/sitemap.xml,200,urlset,2025-06-10T00:00:00+00:00
ND,roperandsons.com,David H. Bundy - Roper and Sons,DROP,FAIL,"Funeral home/obituary site, not a news publisher",40,active,12/31/2025,cse,https://www.roperandsons.com/sitemap_index.xml,200,sitemapindex,2025-12-31T22:40:14+00:00
ND,homeinstead.com,"In-home Care Services Beulah, ND | Home Instead",DROP,FAIL,Home care services business,40,inactive,9/3/2025,cse,https://www.homeinstead.com/sitemap.xml,200,urlset,
ND,leonardcc.com,"Leonard Country Club | A 9-Hole Public Golf Course near Fargo, ND",DROP,FAIL,Golf course/business website,40,inactive,7/25/2021,cse,https://leonardcc.com/sitemap.xml,200,urlset,
ND,bottineauco.com,Auditor | Bottineau County,DROP,FAIL,Government/municipal site - Bottineau County Auditor,40,active,12/30/2025,cse,https://www.bottineauco.com/sitemap.xml,200,sitemapindex,2025-12-30T00:00:00+00:00
ND,nd.gov,"Audit Finds Major Payroll Issues at Mayville State University, Several ...",DROP,FAIL,Government/municipal site,40,active,12/26/2025,cse,https://www.nd.gov/sitemap.xml,200,urlset,2025-12-26T19:56:00+00:00
ND,belcourt.org,The Belcourt Theatre: Home,DROP,FAIL,Theater/entertainment venue,40,active,12/31/2025,cse,https://belcourt.org/sitemap_index.xml,200,sitemapindex,2025-12-31T17:41:43+00:00
ND,bdywc.org,BDYWC: Home,DROP,FAIL,"Organization website, not a news publisher",40,inactive,8/23/2024,cse,https://bdywc.org/sitemap.xml,200,sitemapindex,2024-08-23T18:04:21+00:00
ND,austindailyherald.com,"Riege: Pheasant Hunting Dream in Harvey, N.D.",DROP,FAIL,Out-of-state publication - Austin Daily Herald is from Minnesota,40,active,12/31/2025,cse,https://www.austindailyherald.com/sitemap.xml,200,sitemapindex,
ND,news.nd.edu,Hurricane Harvey's hardest hit survivors five times as likely to ...,DROP,FAIL,"University news site (Notre Dame), not local ND news",40,active,12/19/2025,cse,https://news.nd.edu/sitemap.xml,200,urlset,2025-12-19T00:00:00+00:00
ND,tiogand.org,Home | Tioga Economic Devel,DROP,FAIL,"Economic development organization, not news publisher",40,active,12/9/2025,cse,https://www.tiogand.org/sitemap.xml,200,sitemapindex,2025-12-09T00:00:00+00:00
ND,mcleancountynd.gov,"McLean County, North Dakota - Home",DROP,FAIL,County government website,40,unknown,no_dates,cse,N/A,,,
ND,hollandent.com,Holland Enterprise: Homepage,DROP,FAIL,Business/entertainment venue website,40,active,11/20/2025,cse,https://www.hollandent.com/sitemap_index.xml,200,sitemapindex,2025-11-20T16:48:59+00:00
ND,heartview.org,"Heartview Foundation: Addiction treatment in Bismarck, Cando, and ...",DROP,FAIL,"Addiction treatment center, not a news publisher",40,active,12/30/2025,cse,https://heartview.org/sitemap.xml,200,urlset,2025-12-30T00:00:00+00:00
ND,burlington.com,Store Locator | Burlington,DROP,FAIL,Retail store website - Burlington clothing chain,40,active,12/29/2025,cse,https://www.burlington.com/sitemap.xml,200,urlset,2026-01-01T05:00:57+00:00
ND,delmarvanow.com,Phyllis Nelson Allen Obituary - The Daily Times,DROP,FAIL,Out-of-state publication (Delmarva region - Delaware/Maryland/Virginia),40,active,12/31/2025,cse,N/A,,,
ND,stsaaj.org,Sts. Anne & Joachim Catholic Church: Home,DROP,FAIL,"Church website, not a news publisher",35,active,12/30/2025,cse,https://stsaaj.org/sitemap.xml,200,sitemapindex,2025-12-30T15:50:03+00:00
ND,dot.nd.gov,Motor Vehicle Locations | NDDOT,DROP,FAIL,"Government agency website (Department of Transportation), not a news publisher",35,active,12/30/2025,cse,https://www.dot.nd.gov/sitemap.xml,200,urlset,2025-12-31T21:43:00+00:00
ND,wildwood-nd.com,"The Wildwood Country Club - Minot, ND",DROP,FAIL,Country club/golf course website,35,unknown,no_dates,cse,N/A,,,
ND,eversonfh.com,Obituary Listings | Everson-Coughlin Funeral Home and Cre...,DROP,FAIL,Funeral home/obituary-only site,35,unknown,no_dates,cse,https://www.eversonfh.com/sitemap.xml,200,sitemapindex,2026-01-01T00:00:00+00:00
ND,5thforcesupport.com,Golf Course | Minot AFB,DROP,FAIL,Golf course/restaurant at Minot AFB,35,inactive,1/15/2024,cse,https://5thforcesupport.com/wp-sitemap.xml,200,sitemapindex,2025-12-30T21:39:04+00:00
ND,airforcetimes.com,Minot AFB to receive $850 million for nuclear weapons upgrades,DROP,FAIL,"National military news outlet, not local ND news publisher",35,unknown,no_dates,cse,https://www.airforcetimes.com/sitemap-index.xml,200,sitemapindex,
ND,tax.nd.gov,"WHEREAS, the City of Lincoln seeks to annex real property situated ...",DROP,FAIL,"Government site (ND Tax Department), not a news publisher",35,active,12/31/2025,cse,https://www.tax.nd.gov/sitemap.xml,200,urlset,2025-12-31T14:59:00+00:00
ND,ndguard.nd.gov,Camp Grafton Training Center | North Dakota National Guard,DROP,FAIL,Government/military website,35,active,12/22/2025,cse,https://www.ndguard.nd.gov/sitemap.xml,200,urlset,2025-12-22T19:36:00+00:00
ND,censusreporter.org,"Horace, ND - Profile data - Census Reporter",DROP,FAIL,"Census data website, not a news publisher",35,unknown,no_dates,cse,N/A,,,
ND,ptacekfinancial.com,"Oakes, ND CPA / Ptacek Financial Services",DROP,FAIL,Financial services business,35,unknown,no_dates,cse,https://www.ptacekfinancial.com/sitemap.xml,200,urlset,
ND,racingcommission.nd.gov,"Race Tracks | Racing Commission, North Dakota",DROP,FAIL,Government/municipal site,35,active,12/29/2025,cse,https://www.racingcommission.nd.gov/sitemap.xml,200,urlset,2025-12-29T21:29:00+00:00
ND,thompsonlarson.com,Obituary Listings | Thompson-Larson Funeral Home,DROP,FAIL,Funeral home obituary listings only,35,unknown,no_dates,cse,https://www.thompsonlarson.com/sitemap.xml,200,sitemapindex,2026-01-01T00:00:00+00:00
